Driver,LapNumber,LapTime,Compound,Stint,PitInTime,PitOutTime,Year,Round
BOT,13.0,0 days 00:01:36.423000,MEDIUM,1.0,,,2021,1
BOT,14.0,0 days 00:01:36.736000,MEDIUM,1.0,,,2021,1
BOT,15.0,0 days 00:01:36.583000,MEDIUM,1.0,,,2021,1
BOT,16.0,0 days 00:01:39.534000,MEDIUM,1.0,0 days 01:05:24.696000,,2021,1
BOT,17.0,0 days 00:01:54.719000,HARD,2.0,,0 days 01:05:48.940000,2021,1
BOT,18.0,0 days 00:01:35.038000,HARD,2.0,,,2021,1
BOT,19.0,0 days 00:01:34.518000,HARD,2.0,,,2021,1
BOT,20.0,0 days 00:01:34.774000,HARD,2.0,,,2021,1
BOT,21.0,0 days 00:01:35.098000,HARD,2.0,,,2021,1
BOT,22.0,0 days 00:01:35.077000,HARD,2.0,,,2021,1
BOT,23.0,0 days 00:01:35.092000,HARD,2.0,,,2021,1
BOT,24.0,0 days 00:01:35.193000,HARD,2.0,,,2021,1
BOT,25.0,0 days 00:01:35.022000,HARD,2.0,,,2021,1
BOT,26.0,0 days 00:01:35.308000,HARD,2.0,,,2021,1
BOT,27.0,0 days 00:01:35.469000,HARD,2.0,,,2021,1
BOT,28.0,0 days 00:01:35.376000,HARD,2.0,,,2021,1
BOT,29.0,0 days 00:01:35.915000,HARD,2.0,,,2021,1
BOT,30.0,0 days 00:01:38.028000,HARD,2.0,0 days 01:27:59.311000,,2021,1
BOT,31.0,0 days 00:02:03.818000,HARD,3.0,,0 days 01:28:32.248000,2021,1
BOT,32.0,0 days 00:01:35.120000,HARD,3.0,,,2021,1
BOT,33.0,0 days 00:01:34.457000,HARD,3.0,,,2021,1
BOT,34.0,0 days 00:01:34.472000,HARD,3.0,,,2021,1
BOT,35.0,0 days 00:01:34.400000,HARD,3.0,,,2021,1
BOT,36.0,0 days 00:01:34.461000,HARD,3.0,,,2021,1
BOT,37.0,0 days 00:01:34.399000,HARD,3.0,,,2021,1
BOT,38.0,0 days 00:01:34.418000,HARD,3.0,,,2021,1
BOT,39.0,0 days 00:01:35.198000,HARD,3.0,,,2021,1
BOT,40.0,0 days 00:01:34.729000,HARD,3.0,,,2021,1
BOT,41.0,0 days 00:01:34.776000,HARD,3.0,,,2021,1
BOT,42.0,0 days 00:01:34.798000,HARD,3.0,,,2021,1
BOT,43.0,0 days 00:01:34.466000,HARD,3.0,,,2021,1
BOT,44.0,0 days 00:01:34.303000,HARD,3.0,,,2021,1
BOT,45.0,0 days 00:01:35.158000,HARD,3.0,,,2021,1
BOT,46.0,0 days 00:01:34.379000,HARD,3.0,,,2021,1
BOT,47.0,0 days 00:01:34.272000,HARD,3.0,,,2021,1
BOT,48.0,0 days 00:01:34.217000,HARD,3.0,,,2021,1
BOT,49.0,0 days 00:01:34.212000,HARD,3.0,,,2021,1
BOT,50.0,0 days 00:01:34.309000,HARD,3.0,,,2021,1
BOT,51.0,0 days 00:01:34.488000,HARD,3.0,,,2021,1
BOT,52.0,0 days 00:01:35.125000,HARD,3.0,,,2021,1
BOT,53.0,0 days 00:01:34.644000,HARD,3.0,,,2021,1
BOT,54.0,0 days 00:01:37.802000,HARD,3.0,0 days 02:06:21.738000,,2021,1
BOT,55.0,0 days 00:01:55.899000,MEDIUM,4.0,,0 days 02:06:46.324000,2021,1
BOT,56.0,0 days 00:01:32.090000,MEDIUM,4.0,,,2021,1
NOR,1.0,0 days 00:02:06.744000,SOFT,1.0,,,2021,1
NOR,2.0,0 days 00:02:20.999000,SOFT,1.0,,,2021,1
NOR,3.0,,SOFT,1.0,,,2021,1
NOR,4.0,0 days 00:01:49.988000,SOFT,1.0,,,2021,1
NOR,5.0,0 days 00:01:42.220000,SOFT,1.0,,,2021,1
NOR,6.0,0 days 00:01:37.893000,SOFT,1.0,,,2021,1
NOR,7.0,0 days 00:01:36.906000,SOFT,1.0,,,2021,1
NOR,8.0,0 days 00:01:37.724000,SOFT,1.0,,,2021,1
NOR,9.0,0 days 00:01:37.360000,SOFT,1.0,,,2021,1
NOR,10.0,0 days 00:01:37.523000,SOFT,1.0,,,2021,1
NOR,11.0,0 days 00:01:37.162000,SOFT,1.0,,,2021,1
NOR,12.0,0 days 00:01:40.425000,SOFT,1.0,0 days 00:59:05.532000,,2021,1
NOR,13.0,0 days 00:01:57.417000,MEDIUM,2.0,,0 days 00:59:30.380000,2021,1
NOR,14.0,0 days 00:01:35.286000,MEDIUM,2.0,,,2021,1
NOR,15.0,0 days 00:01:35.679000,MEDIUM,2.0,,,2021,1
NOR,16.0,0 days 00:01:36.344000,MEDIUM,2.0,,,2021,1
NOR,17.0,0 days 00:01:36.239000,MEDIUM,2.0,,,2021,1
NOR,18.0,0 days 00:01:36.045000,MEDIUM,2.0,,,2021,1
NOR,19.0,0 days 00:01:36.084000,MEDIUM,2.0,,,2021,1
NOR,20.0,0 days 00:01:36.463000,MEDIUM,2.0,,,2021,1
NOR,21.0,0 days 00:01:36.569000,MEDIUM,2.0,,,2021,1
NOR,22.0,0 days 00:01:36.371000,MEDIUM,2.0,,,2021,1
NOR,23.0,0 days 00:01:36.547000,MEDIUM,2.0,,,2021,1
NOR,24.0,0 days 00:01:36.409000,MEDIUM,2.0,,,2021,1
NOR,25.0,0 days 00:01:36.565000,MEDIUM,2.0,,,2021,1
NOR,26.0,0 days 00:01:36.152000,MEDIUM,2.0,,,2021,1
NOR,27.0,0 days 00:01:36.290000,MEDIUM,2.0,,,2021,1
NOR,28.0,0 days 00:01:36.577000,MEDIUM,2.0,,,2021,1
NOR,29.0,0 days 00:01:36.646000,MEDIUM,2.0,,,2021,1
NOR,30.0,0 days 00:01:36.417000,MEDIUM,2.0,,,2021,1
NOR,31.0,0 days 00:01:36.515000,MEDIUM,2.0,,,2021,1
NOR,32.0,0 days 00:01:36.616000,MEDIUM,2.0,,,2021,1
NOR,33.0,0 days 00:01:39.275000,MEDIUM,2.0,0 days 01:33:11.987000,,2021,1
NOR,34.0,0 days 00:01:56.810000,HARD,3.0,,0 days 01:33:37.645000,2021,1
NOR,35.0,0 days 00:01:34.899000,HARD,3.0,,,2021,1
NOR,36.0,0 days 00:01:34.647000,HARD,3.0,,,2021,1
NOR,37.0,0 days 00:01:34.501000,HARD,3.0,,,2021,1
NOR,38.0,0 days 00:01:34.396000,HARD,3.0,,,2021,1
NOR,39.0,0 days 00:01:34.629000,HARD,3.0,,,2021,1
NOR,40.0,0 days 00:01:34.756000,HARD,3.0,,,2021,1
NOR,41.0,0 days 00:01:34.800000,HARD,3.0,,,2021,1
NOR,42.0,0 days 00:01:35.090000,HARD,3.0,,,2021,1
NOR,43.0,0 days 00:01:34.805000,HARD,3.0,,,2021,1
NOR,44.0,0 days 00:01:34.733000,HARD,3.0,,,2021,1
NOR,45.0,0 days 00:01:34.816000,HARD,3.0,,,2021,1
NOR,46.0,0 days 00:01:35.049000,HARD,3.0,,,2021,1
NOR,47.0,0 days 00:01:34.843000,HARD,3.0,,,2021,1
NOR,48.0,0 days 00:01:35.030000,HARD,3.0,,,2021,1
NOR,49.0,0 days 00:01:35.112000,HARD,3.0,,,2021,1
NOR,50.0,0 days 00:01:34.768000,HARD,3.0,,,2021,1
NOR,51.0,0 days 00:01:35.074000,HARD,3.0,,,2021,1
NOR,52.0,0 days 00:01:35.308000,HARD,3.0,,,2021,1
NOR,53.0,0 days 00:01:35.429000,HARD,3.0,,,2021,1
NOR,54.0,0 days 00:01:35.900000,HARD,3.0,,,2021,1
NOR,55.0,0 days 00:01:35.718000,HARD,3.0,,,2021,1
NOR,56.0,0 days 00:01:35.733000,HARD,3.0,,,2021,1
PER,1.0,0 days 00:02:27.951000,MEDIUM,1.0,,0 days 00:37:22.315000,2021,1
PER,2.0,0 days 00:02:20.666000,MEDIUM,1.0,0 days 00:41:57.867000,,2021,1
PER,3.0,0 days 00:02:15.246000,MEDIUM,2.0,,0 days 00:42:21.058000,2021,1
PER,4.0,0 days 00:01:58.724000,MEDIUM,2.0,,,2021,1
PER,5.0,0 days 00:01:40.010000,MEDIUM,2.0,,,2021,1
PER,6.0,0 days 00:01:37.480000,MEDIUM,2.0,,,2021,1
PER,7.0,0 days 00:01:37.891000,MEDIUM,2.0,,,2021,1
PER,8.0,0 days 00:01:37.134000,MEDIUM,2.0,,,2021,1
PER,9.0,0 days 00:01:37.381000,MEDIUM,2.0,,,2021,1
PER,10.0,0 days 00:01:36.788000,MEDIUM,2.0,,,2021,1
PER,11.0,0 days 00:01:37.837000,MEDIUM,2.0,,,2021,1
PER,12.0,0 days 00:01:37.988000,MEDIUM,2.0,,,2021,1
PER,13.0,0 days 00:01:36.949000,MEDIUM,2.0,,,2021,1
PER,14.0,0 days 00:01:36.870000,MEDIUM,2.0,,,2021,1
PER,15.0,0 days 00:01:36.853000,MEDIUM,2.0,,,2021,1
PER,16.0,0 days 00:01:36.526000,MEDIUM,2.0,,,2021,1
PER,17.0,0 days 00:01:37.062000,MEDIUM,2.0,,,2021,1
PER,18.0,0 days 00:01:38.124000,MEDIUM,2.0,,,2021,1
PER,19.0,0 days 00:01:39.720000,MEDIUM,2.0,0 days 01:10:35.674000,,2021,1
PER,20.0,0 days 00:01:56.512000,HARD,3.0,,0 days 01:10:59.792000,2021,1
PER,21.0,0 days 00:01:35.721000,HARD,3.0,,,2021,1
PER,22.0,0 days 00:01:35.633000,HARD,3.0,,,2021,1
PER,23.0,0 days 00:01:35.807000,HARD,3.0,,,2021,1
PER,24.0,0 days 00:01:35.964000,HARD,3.0,,,2021,1
PER,25.0,0 days 00:01:35.526000,HARD,3.0,,,2021,1
PER,26.0,0 days 00:01:36.592000,HARD,3.0,,,2021,1
PER,27.0,0 days 00:01:35.221000,HARD,3.0,,,2021,1
PER,28.0,0 days 00:01:35.488000,HARD,3.0,,,2021,1
PER,29.0,0 days 00:01:35.877000,HARD,3.0,,,2021,1
PER,30.0,0 days 00:01:35.713000,HARD,3.0,,,2021,1
PER,31.0,0 days 00:01:36.302000,HARD,3.0,,,2021,1
PER,32.0,0 days 00:01:35.458000,HARD,3.0,,,2021,1
PER,33.0,0 days 00:01:36.547000,HARD,3.0,,,2021,1
PER,34.0,0 days 00:01:35.796000,HARD,3.0,,,2021,1
PER,35.0,0 days 00:01:36.056000,HARD,3.0,,,2021,1
PER,36.0,0 days 00:01:35.970000,HARD,3.0,,,2021,1
PER,37.0,0 days 00:01:35.987000,HARD,3.0,,,2021,1
PER,38.0,0 days 00:01:38.802000,HARD,3.0,0 days 01:41:20.638000,,2021,1
PER,39.0,0 days 00:01:56.750000,MEDIUM,4.0,,0 days 01:41:44.805000,2021,1
PER,40.0,0 days 00:01:34.518000,MEDIUM,4.0,,,2021,1
PER,41.0,0 days 00:01:34.263000,MEDIUM,4.0,,,2021,1
PER,42.0,0 days 00:01:34.265000,MEDIUM,4.0,,,2021,1
PER,43.0,0 days 00:01:34.449000,MEDIUM,4.0,,,2021,1
PER,44.0,0 days 00:01:33.970000,MEDIUM,4.0,,,2021,1
PER,45.0,0 days 00:01:34.542000,MEDIUM,4.0,,,2021,1
PER,46.0,0 days 00:01:34.709000,MEDIUM,4.0,,,2021,1
PER,47.0,0 days 00:01:34.634000,MEDIUM,4.0,,,2021,1
PER,48.0,0 days 00:01:34.167000,MEDIUM,4.0,,,2021,1
PER,49.0,0 days 00:01:34.665000,MEDIUM,4.0,,,2021,1
PER,50.0,0 days 00:01:34.241000,MEDIUM,4.0,,,2021,1
PER,51.0,0 days 00:01:34.340000,MEDIUM,4.0,,,2021,1
PER,52.0,0 days 00:01:35.320000,MEDIUM,4.0,,,2021,1
PER,53.0,0 days 00:01:34.546000,MEDIUM,4.0,,,2021,1
PER,54.0,0 days 00:01:34.892000,MEDIUM,4.0,,,2021,1
PER,55.0,0 days 00:01:34.746000,MEDIUM,4.0,,,2021,1
PER,56.0,0 days 00:01:34.755000,MEDIUM,4.0,,,2021,1
LEC,1.0,0 days 00:02:02.698000,SOFT,1.0,,,2021,1
LEC,2.0,0 days 00:02:21.183000,SOFT,1.0,,,2021,1
LEC,3.0,,SOFT,1.0,,,2021,1
LEC,4.0,0 days 00:01:46.103000,SOFT,1.0,,,2021,1
LEC,5.0,0 days 00:01:45.543000,SOFT,1.0,,,2021,1
LEC,6.0,0 days 00:01:38.294000,SOFT,1.0,,,2021,1
LEC,7.0,0 days 00:01:37.148000,SOFT,1.0,,,2021,1
LEC,8.0,0 days 00:01:37.886000,SOFT,1.0,,,2021,1
LEC,9.0,0 days 00:01:38.667000,SOFT,1.0,,,2021,1
LEC,10.0,0 days 00:01:37.518000,SOFT,1.0,,,2021,1
LEC,11.0,0 days 00:01:37.729000,SOFT,1.0,,,2021,1
LEC,12.0,0 days 00:01:40.477000,SOFT,1.0,0 days 00:59:06.889000,,2021,1
LEC,13.0,0 days 00:01:56.773000,MEDIUM,2.0,,0 days 00:59:31.829000,2021,1
LEC,14.0,0 days 00:01:35.552000,MEDIUM,2.0,,,2021,1
LEC,15.0,0 days 00:01:35.955000,MEDIUM,2.0,,,2021,1
LEC,16.0,0 days 00:01:36.415000,MEDIUM,2.0,,,2021,1
LEC,17.0,0 days 00:01:36.936000,MEDIUM,2.0,,,2021,1
LEC,18.0,0 days 00:01:36.432000,MEDIUM,2.0,,,2021,1
LEC,19.0,0 days 00:01:36.289000,MEDIUM,2.0,,,2021,1
LEC,20.0,0 days 00:01:36.603000,MEDIUM,2.0,,,2021,1
LEC,21.0,0 days 00:01:36.721000,MEDIUM,2.0,,,2021,1
LEC,22.0,0 days 00:01:36.457000,MEDIUM,2.0,,,2021,1
LEC,23.0,0 days 00:01:36.195000,MEDIUM,2.0,,,2021,1
LEC,24.0,0 days 00:01:36.338000,MEDIUM,2.0,,,2021,1
LEC,25.0,0 days 00:01:36.428000,MEDIUM,2.0,,,2021,1
LEC,26.0,0 days 00:01:36.406000,MEDIUM,2.0,,,2021,1
LEC,27.0,0 days 00:01:36.616000,MEDIUM,2.0,,,2021,1
LEC,28.0,0 days 00:01:36.555000,MEDIUM,2.0,,,2021,1
LEC,29.0,0 days 00:01:37.096000,MEDIUM,2.0,,,2021,1
LEC,30.0,0 days 00:01:36.871000,MEDIUM,2.0,,,2021,1
LEC,31.0,0 days 00:01:37.108000,MEDIUM,2.0,,,2021,1
LEC,32.0,0 days 00:01:39.973000,MEDIUM,2.0,0 days 01:31:40.633000,,2021,1
LEC,33.0,0 days 00:01:55.256000,HARD,3.0,,0 days 01:32:04.850000,2021,1
LEC,34.0,0 days 00:01:35.096000,HARD,3.0,,,2021,1
LEC,35.0,0 days 00:01:35.141000,HARD,3.0,,,2021,1
LEC,36.0,0 days 00:01:35.055000,HARD,3.0,,,2021,1
LEC,37.0,0 days 00:01:35.020000,HARD,3.0,,,2021,1
LEC,38.0,0 days 00:01:35.264000,HARD,3.0,,,2021,1
LEC,39.0,0 days 00:01:34.988000,HARD,3.0,,,2021,1
LEC,40.0,0 days 00:01:35.118000,HARD,3.0,,,2021,1
LEC,41.0,0 days 00:01:35.041000,HARD,3.0,,,2021,1
LEC,42.0,0 days 00:01:35.284000,HARD,3.0,,,2021,1
LEC,43.0,0 days 00:01:35.168000,HARD,3.0,,,2021,1
LEC,44.0,0 days 00:01:35.294000,HARD,3.0,,,2021,1
LEC,45.0,0 days 00:01:35.373000,HARD,3.0,,,2021,1
LEC,46.0,0 days 00:01:35.287000,HARD,3.0,,,2021,1
LEC,47.0,0 days 00:01:35.381000,HARD,3.0,,,2021,1
LEC,48.0,0 days 00:01:35.153000,HARD,3.0,,,2021,1
LEC,49.0,0 days 00:01:35.419000,HARD,3.0,,,2021,1
LEC,50.0,0 days 00:01:35.067000,HARD,3.0,,,2021,1
LEC,51.0,0 days 00:01:35.546000,HARD,3.0,,,2021,1
LEC,52.0,0 days 00:01:37.113000,HARD,3.0,,,2021,1
LEC,53.0,0 days 00:01:35.684000,HARD,3.0,,,2021,1
LEC,54.0,0 days 00:01:35.945000,HARD,3.0,,,2021,1
LEC,55.0,0 days 00:01:36.190000,HARD,3.0,,,2021,1
LEC,56.0,0 days 00:01:36.951000,HARD,3.0,,,2021,1
RIC,1.0,0 days 00:02:08.545000,SOFT,1.0,,,2021,1
RIC,2.0,0 days 00:02:20.642000,SOFT,1.0,,,2021,1
RIC,3.0,,SOFT,1.0,,,2021,1
RIC,4.0,0 days 00:01:51.438000,SOFT,1.0,,,2021,1
RIC,5.0,0 days 00:01:41.470000,SOFT,1.0,,,2021,1
RIC,6.0,0 days 00:01:37.571000,SOFT,1.0,,,2021,1
RIC,7.0,0 days 00:01:37.205000,SOFT,1.0,,,2021,1
RIC,8.0,0 days 00:01:37.639000,SOFT,1.0,,,2021,1
RIC,9.0,0 days 00:01:37.858000,SOFT,1.0,,,2021,1
RIC,10.0,0 days 00:01:37.782000,SOFT,1.0,,,2021,1
RIC,11.0,0 days 00:01:37.314000,SOFT,1.0,,,2021,1
RIC,12.0,0 days 00:01:38.454000,SOFT,1.0,,,2021,1
RIC,13.0,0 days 00:01:40.195000,SOFT,1.0,0 days 01:00:45.671000,,2021,1
RIC,14.0,0 days 00:01:57.427000,MEDIUM,2.0,,0 days 01:01:10.325000,2021,1
RIC,15.0,0 days 00:01:36.081000,MEDIUM,2.0,,,2021,1
RIC,16.0,0 days 00:01:36.790000,MEDIUM,2.0,,,2021,1
RIC,17.0,0 days 00:01:36.542000,MEDIUM,2.0,,,2021,1
RIC,18.0,0 days 00:01:37.424000,MEDIUM,2.0,,,2021,1
RIC,19.0,0 days 00:01:36.383000,MEDIUM,2.0,,,2021,1
RIC,20.0,0 days 00:01:36.622000,MEDIUM,2.0,,,2021,1
RIC,21.0,0 days 00:01:36.664000,MEDIUM,2.0,,,2021,1
RIC,22.0,0 days 00:01:36.682000,MEDIUM,2.0,,,2021,1
RIC,23.0,0 days 00:01:36.494000,MEDIUM,2.0,,,2021,1
RIC,24.0,0 days 00:01:36.307000,MEDIUM,2.0,,,2021,1
RIC,25.0,0 days 00:01:36.675000,MEDIUM,2.0,,,2021,1
RIC,26.0,0 days 00:01:36.505000,MEDIUM,2.0,,,2021,1
RIC,27.0,0 days 00:01:36.334000,MEDIUM,2.0,,,2021,1
RIC,28.0,0 days 00:01:36.530000,MEDIUM,2.0,,,2021,1
RIC,29.0,0 days 00:01:36.593000,MEDIUM,2.0,,,2021,1
RIC,30.0,0 days 00:01:36.811000,MEDIUM,2.0,,,2021,1
